1.00000000000e-01 6.93147180560e+00
1.09090909091e-01 6.35384915513e+00
1.18181818182e-01 5.86509152781e+00
1.27272727273e-01 5.44615641869e+00
1.36363636364e-01 5.08307932411e+00
1.45454545455e-01 4.76538686635e+00
1.54545454545e-01 4.48506999186e+00
1.63636363636e-01 4.23589943676e+00
1.72727272727e-01 4.01295736114e+00
1.81818181818e-01 3.81230949308e+00
1.90909090909e-01 3.63077094579e+00
2.00000000000e-01 3.46573590280e+00
2.09090909091e-01 3.31505173311e+00
2.18181818182e-01 3.17692457757e+00
2.27272727273e-01 3.04984759446e+00
2.36363636364e-01 2.93254576391e+00
2.45454545455e-01 2.82393295784e+00
2.54545454545e-01 2.72307820934e+00
2.63636363636e-01 2.62917896074e+00
2.72727272727e-01 2.54153966205e+00
2.81818181818e-01 2.45955451166e+00
2.90909090909e-01 2.38269343317e+00
3.00000000000e-01 2.31049060187e+00
3.09090909091e-01 2.24253499593e+00
3.18181818182e-01 2.17846256747e+00
3.27272727273e-01 2.11794971838e+00
3.36363636364e-01 2.06070783410e+00
3.45454545455e-01 2.00647868057e+00
3.54545454545e-01 1.95503050927e+00
3.63636363636e-01 1.90615474654e+00
3.72727272727e-01 1.85966316736e+00
3.81818181818e-01 1.81538547290e+00
3.90909090909e-01 1.77316720608e+00
4.00000000000e-01 1.73286795140e+00
4.09090909091e-01 1.69435977470e+00
4.18181818182e-01 1.65752586656e+00
4.27272727273e-01 1.62225935876e+00
4.36363636364e-01 1.58846228878e+00
4.45454545455e-01 1.55604469105e+00
4.54545454545e-01 1.52492379723e+00
4.63636363636e-01 1.49502333062e+00
4.72727272727e-01 1.46627288195e+00
4.81818181818e-01 1.43860735588e+00
4.90909090909e-01 1.41196647892e+00
5.00000000000e-01 1.38629436112e+00
5.09090909091e-01 1.36153910467e+00
5.18181818182e-01 1.33765245371e+00
5.27272727273e-01 1.31458948037e+00
5.36363636364e-01 1.29230830274e+00
5.45454545455e-01 1.27076983103e+00
5.54545454545e-01 1.24993753871e+00
5.63636363636e-01 1.22977725583e+00
5.72727272727e-01 1.21025698193e+00
5.81818181818e-01 1.19134671659e+00
5.90909090909e-01 1.17301830556e+00
6.00000000000e-01 1.15524530093e+00
6.09090909091e-01 1.13800283376e+00
6.18181818182e-01 1.12126749796e+00
6.27272727273e-01 1.10501724437e+00
6.36363636364e-01 1.08923128374e+00
6.45454545455e-01 1.07388999805e+00
6.54545454545e-01 1.05897485919e+00
6.63636363636e-01 1.04446835427e+00
6.72727272727e-01 1.03035391705e+00
6.81818181818e-01 1.01661586482e+00
6.90909090909e-01 1.00323934028e+00
7.00000000000e-01 9.90210257943e-01
7.09090909091e-01 9.77515254636e-01
7.18181818182e-01 9.65141643818e-01
7.27272727273e-01 9.53077373270e-01
7.36363636364e-01 9.41310985946e-01
7.45454545455e-01 9.29831583678e-01
7.54545454545e-01 9.18628793513e-01
7.63636363636e-01 9.07692736448e-01
7.72727272727e-01 8.97013998372e-01
7.81818181818e-01 8.86583603042e-01
7.90909090909e-01 8.76392986915e-01
8.00000000000e-01 8.66433975700e-01
8.09090909091e-01 8.56698762490e-01
8.18181818182e-01 8.47179887351e-01
8.27272727273e-01 8.37870218259e-01
8.36363636364e-01 8.28762933278e-01
8.45454545455e-01 8.19851503888e-01
8.54545454545e-01 8.11129679379e-01
8.63636363636e-01 8.02591472227e-01
8.72727272727e-01 7.94231144392e-01
8.81818181818e-01 7.86043194449e-01
8.90909090909e-01 7.78022345526e-01
9.00000000000e-01 7.70163533955e-01
9.09090909091e-01 7.62461898616e-01
9.18181818182e-01 7.54912770907e-01
9.27272727273e-01 7.47511665310e-01
9.36363636364e-01 7.40254270501e-01
9.45454545455e-01 7.33136440977e-01
9.54545454545e-01 7.26154189158e-01
9.63636363636e-01 7.19303677940e-01
9.72727272727e-01 7.12581213660e-01
9.81818181818e-01 7.05983239459e-01
9.90909090909e-01 6.99506329005e-01
1.00000000000e+00 6.93147180560e-01
