0.477188 0.878801
0.476572 -0.121199
1.29878 0.447992
1.98545 -0.278972
1.10111 -0.745811
1.32415 -1.72062
0.96888 -2.65538
0.290005 -1.92113
0.992226 -2.63309
0.961412 -3.63261
0.0183256 -3.30007
-0.588248 -2.50504
-0.697859 -3.49901
-0.762042 -2.50108
-1.54947 -1.88467
-1.38194 -2.87053
-0.819671 -3.69749
-1.70842 -4.15589
-1.92326 -5.13254
-1.0562 -4.63433
-2.01793 -4.36032
-1.2472 -3.72315
-2.20709 -4.00352
-2.98035 -3.36943
-3.88893 -3.78715
-2.92182 -4.04151
-2.24779 -4.78022
-1.72899 -3.92532
-1.88858 -2.93814
-1.95363 -1.94026
-1.06522 -2.39931
-1.98527 -2.00749
-1.73986 -2.97691
-1.04447 -2.25827
-0.174928 -1.76442
0.756326 -2.12879
1.74344 -1.96879
2.30962 -1.1445
1.57133 -0.470017
2.13478 0.356133
1.15172 0.172867
1.86699 -0.52598
0.960536 -0.10368
0.873272 0.892506
0.484244 1.81373
0.610149 0.821689
1.39101 1.4464
1.52284 0.455124
1.24502 -0.505512
1.44079 0.475138
1.51483 -0.522118
0.664785 0.00459045
0.0710519 -0.800072
0.975762 -1.2261
-0.0241226 -1.2413
-0.40715 -2.16503
-1.32761 -1.77418
-2.10488 -2.40335
-2.9914 -2.86604
-3.66384 -3.60619
-4.63756 -3.3784
-5.31176 -4.11695
-4.66612 -3.35331
-3.69635 -3.59736
-3.08035 -2.80962
-4.02476 -2.48085
-4.47642 -1.58866
-3.52047 -1.8822
-4.14906 -1.10446
-4.95141 -0.507604
-4.14715 0.0866767
-3.18671 -0.191797
-2.19138 -0.288301
-3.0796 -0.747714
-2.41399 -1.49402
-1.82558 -0.685457
-0.98412 -1.22578
-1.56552 -2.0394
-0.644947 -1.64883
0.315346 -1.92783
1.29296 -2.13822
1.51444 -3.11339
1.85415 -4.05392
0.952704 -4.48681
0.749389 -3.5077
1.72183 -3.74083
0.843949 -4.2197
-0.078381 -3.8333
-0.787423 -3.12813
0.0989968 -3.59101
1.08278 -3.41167
1.20101 -4.40465
1.03283 -5.39041
0.191785 -5.93137
-0.701742 -5.48236
-1.32873 -6.26139
-1.34907 -7.26118
-0.441637 -6.84099
0.502819 -6.51235
0.654993 -7.5007
0.366984 -8.45833
1.09048 -7.768
0.761001 -6.82384
1.65341 -6.37261
1.27281 -7.29735
0.611708 -6.54706
0.482911 -7.53873
0.824094 -6.59873
1.3883 -5.7731
1.91458 -4.92279
2.40858 -5.79225
1.45936 -6.10686
1.04989 -5.19454
0.0650367 -5.36793
-0.848224 -4.96055
-0.621985 -3.98648
-0.749782 -4.97828
0.250181 -4.96968
-0.606684 -5.48522
-1.59665 -5.34393
-0.667205 -5.71288
-0.590885 -6.70997
0.103971 -5.99082
1.09966 -5.8981
0.0996635 -5.89806
0.660559 -6.72594
1.25921 -7.52695
2.10013 -6.98579
2.72661 -7.76522
2.96881 -8.73545
2.08793 -9.20879
2.89883 -8.62361
3.37046 -9.5054
3.35285 -10.5052
4.19165 -11.0497
3.19456 -11.1259
3.94286 -11.7893
4.91442 -12.0261
4.00047 -12.4319
3.0139 -12.2686
2.14509 -11.7735
1.55906 -12.5837
2.2889 -13.2674
1.43116 -13.7815
1.60301 -12.7963
2.603 -12.8004
3.14318 -11.9589
2.80797 -12.901
2.50811 -13.855
3.50436 -13.9416
2.90946 -14.7454
2.34676 -15.572
2.9047 -16.4019
2.48901 -17.3114
3.47147 -17.4979
2.98061 -16.6267
3.29012 -17.5776
3.82932 -16.7354
4.48248 -17.4926
3.68376 -18.0943
2.80758 -17.6123
3.80073 -17.7292
4.48021 -18.4629
3.50563 -18.2388
3.52546 -17.239
4.08566 -18.0674
4.63858 -18.9006
4.5539 -19.897
5.22833 -19.1587
4.23893 -19.0135
4.45301 -19.9903
3.45312 -19.9752
2.54516 -20.3942
1.60629 -20.0499
2.5819 -19.8304
2.09 -18.9597
1.19439 -18.5149
0.325976 -19.0107
1.17676 -18.4852
0.722147 -19.3759
-0.130703 -19.8981
-0.0410229 -18.9021
-0.074657 -19.9015
0.891302 -20.1602
1.5491 -20.9134
2.44172 -20.4626
1.47284 -20.7102
0.731883 -20.0386
1.73182 -20.027
1.52358 -21.0051
2.46729 -20.6743
3.45856 -20.5425
3.51232 -21.541
2.82303 -22.2655
3.73055 -22.6855
2.77558 -22.9822
1.91794 -22.4679
1.1357 -21.8449
1.45915 -20.8987
1.10224 -19.9646
1.35549 -18.9972
0.589368 -19.6399
-0.104013 -18.9193
0.42836 -18.0728
-0.540571 -17.8254
-0.213802 -18.7705
0.192401 -17.8568
-0.00769289 -18.8365
-0.996983 -18.6906
-0.368091 -17.9131
-1.0357 -18.6576
-0.988991 -17.6587
-0.278119 -16.9554
0.413175 -17.6779
1.20941 -17.073
1.2371 -18.0726
0.505639 -17.3907
-0.431493 -17.7397
0.450093 -17.2676
-0.267487 -16.5712
-0.973774 -17.2791
-0.727387 -18.2483
-1.60778 -17.774
-1.15803 -18.6672
-2.10529 -18.9876
-2.24183 -19.9783
-3.23937 -19.908
-3.31585 -18.911
-4.31576 -18.8978
-5.31361 -18.8323
-6.31219 -18.779
-5.72658 -19.5896
-4.85363 -20.0774
-5.50049 -19.3148
-6.45939 -19.5985
-7.25134 -20.2091
-8.02322 -20.8449
-8.95488 -20.4815
-9.22347 -21.4448
-9.01239 -20.4673
-8.91404 -21.4625
-9.26096 -20.5246
-9.03519 -21.4988
-8.19017 -20.964
-7.38637 -21.5589
-6.47217 -21.9642
-5.4931 -22.1677
-6.22829 -22.8456
-5.31539 -22.4374
-4.55715 -21.7854
-5.23869 -22.5172
-4.34546 -22.0676
-5.28111 -22.4205
-5.18202 -21.4255
-5.94462 -22.0723
-5.02798 -22.4721
-5.9282 -22.9075
-6.82132 -23.3573
-7.79645 -23.1357
-7.07116 -22.4473
-6.98446 -21.451
-5.9845 -21.4598
-6.92056 -21.8116
-6.26502 -22.5668
-6.49614 -21.5938
-6.62183 -22.5859
-6.18891 -23.4873
-7.1864 -23.4166
-8.02032 -23.9685
-7.25853 -23.3207
-6.71371 -22.4821
-7.0283 -23.4313
-7.85601 -23.9925
-7.1143 -24.6632
-8.02205 -24.2437
-7.77384 -23.275
-7.36047 -22.3645
-7.74324 -23.2883
-7.5443 -22.3083
-7.63505 -21.3124
-7.46683 -20.3267
-8.46577 -20.2805
-8.57749 -19.2868
-9.52059 -18.9543
-9.4343 -17.958
-9.72406 -17.0009
-10.3086 -17.8123
-10.3101 -18.8123
-10.6631 -19.7479
-11.5538 -19.2933
-11.4938 -20.2915
-12.2968 -19.6956
-12.9994 -18.984
-13.6315 -19.7589
-14.609 -19.9698
-13.803 -20.5617
-14.3631 -21.3902
-13.4565 -21.8122
-12.4584 -21.7504
-11.9901 -20.8668
-12.611 -21.6507
-12.5104 -22.6456
-12.9569 -23.5404
-12.8286 -24.5322
